"","Date","Value","CountryCode","Country"
"1105",1903-12-31,752490.35,"SWE","Sweden"
"1106",2010-12-31,712661.66,"CHE","Switzerland"
"1107",2009-12-31,707570.92,"CHE","Switzerland"
"1108",2008-12-31,731801.48,"CHE","Switzerland"
"1109",2007-12-31,736736.81,"CHE","Switzerland"
"1110",2006-12-31,672415.65,"CHE","Switzerland"
"1111",2005-12-31,642187.64,"CHE","Switzerland"
"1112",2004-12-31,632190.49,"CHE","Switzerland"
"1113",2003-12-31,618021.94,"CHE","Switzerland"
"1114",2002-12-31,613095.42,"CHE","Switzerland"
"1115",2001-12-31,660576.11,"CHE","Switzerland"
"1116",2000-12-31,686019.1,"CHE","Switzerland"
"1117",1999-12-31,677289.49,"CHE","Switzerland"
"1118",1998-12-31,599598.09,"CHE","Switzerland"
"1119",1997-12-31,578281.09,"CHE","Switzerland"
"1120",1996-12-31,568544.81,"CHE","Switzerland"
"1121",1995-12-31,563798.15,"CHE","Switzerland"
"1122",1993-12-31,553262.09,"CHE","Switzerland"
"1123",1991-12-31,588140.69,"CHE","Switzerland"
"1124",1989-12-31,620337.77,"CHE","Switzerland"
"1125",1987-12-31,589914.29,"CHE","Switzerland"
"1126",1985-12-31,576627.22,"CHE","Switzerland"
"1127",1983-12-31,543639.56,"CHE","Switzerland"
"1128",1981-12-31,553006.89,"CHE","Switzerland"
"1129",1979-12-31,545969.59,"CHE","Switzerland"
"1130",1977-12-31,542278.75,"CHE","Switzerland"
"1131",1975-12-31,551953.63,"CHE","Switzerland"
"1132",1973-12-31,647602.8,"CHE","Switzerland"
"1133",1971-12-31,690950.57,"CHE","Switzerland"
"1134",1969-12-31,628292.98,"CHE","Switzerland"
"1135",1967-12-31,574435.87,"CHE","Switzerland"
"1136",1965-12-31,550629.86,"CHE","Switzerland"
"1137",1963-12-31,520663.89,"CHE","Switzerland"
"1138",1961-12-31,472054.8,"CHE","Switzerland"
"1139",1959-12-31,404666.15,"CHE","Switzerland"
"1140",1957-12-31,359917.06,"CHE","Switzerland"
"1141",1955-12-31,324110.07,"CHE","Switzerland"
"1142",1953-12-31,295721.05,"CHE","Switzerland"
"1143",1951-12-31,281834.92,"CHE","Switzerland"
"1144",1949-12-31,256252.69,"CHE","Switzerland"
"1145",1947-12-31,268669.8,"CHE","Switzerland"
"1146",1945-12-31,242380.32,"CHE","Switzerland"
"1147",1943-12-31,228008.22,"CHE","Switzerland"
"1148",1939-12-31,274197.71,"CHE","Switzerland"
"1149",1936-12-31,223308.89,"CHE","Switzerland"
"1150",1934-12-31,225995.42,"CHE","Switzerland"
"1151",1933-12-31,233565.04,"CHE","Switzerland"
"1152",2013-12-31,5298.86,"TWN","Taiwan"
"1153",2012-12-31,5821.07,"TWN","Taiwan"
"1154",2011-12-31,5882.55,"TWN","Taiwan"
"1155",2010-12-31,5314.79,"TWN","Taiwan"
"1156",2009-12-31,4380.53,"TWN","Taiwan"
"1157",2008-12-31,5745.54,"TWN","Taiwan"
"1158",2007-12-31,5509.56,"TWN","Taiwan"
"1159",2006-12-31,4913.74,"TWN","Taiwan"
"1160",2005-12-31,4884.67,"TWN","Taiwan"
"1161",2004-12-31,4442.48,"TWN","Taiwan"
"1162",2003-12-31,4402.19,"TWN","Taiwan"
"1163",2002-12-31,4130.13,"TWN","Taiwan"
"1164",2001-12-31,4754.07,"TWN","Taiwan"
"1165",2000-12-31,4702.58,"TWN","Taiwan"
"1166",1999-12-31,4109.51,"TWN","Taiwan"
"1167",1998-12-31,4086.09,"TWN","Taiwan"
"1168",1997-12-31,3691.17,"TWN","Taiwan"
"1169",1996-12-31,3436.84,"TWN","Taiwan"
"1170",1995-12-31,3428.53,"TWN","Taiwan"
"1171",1994-12-31,3357.97,"TWN","Taiwan"
"1172",1993-12-31,3047.34,"TWN","Taiwan"
"1173",1992-12-31,3017.18,"TWN","Taiwan"
"1174",1991-12-31,3083.15,"TWN","Taiwan"
"1175",1990-12-31,2711.48,"TWN","Taiwan"
"1176",1989-12-31,2543.13,"TWN","Taiwan"
"1177",1988-12-31,1972.68,"TWN","Taiwan"
"1178",1987-12-31,1860.64,"TWN","Taiwan"
"1179",1986-12-31,1517.12,"TWN","Taiwan"
"1180",1985-12-31,1428.22,"TWN","Taiwan"
"1181",1984-12-31,1284.32,"TWN","Taiwan"
"1182",1983-12-31,1101.93,"TWN","Taiwan"
"1183",1982-12-31,1020.14,"TWN","Taiwan"
"1184",1981-12-31,906.17,"TWN","Taiwan"
"1185",1980-12-31,905.83,"TWN","Taiwan"
"1186",1979-12-31,931.65,"TWN","Taiwan"
"1187",1978-12-31,924.7,"TWN","Taiwan"
"1188",1977-12-31,818.37,"TWN","Taiwan"
"1189",2013-12-31,923043.41,"USA","United States"
"1190",2012-12-31,1013053.19,"USA","United States"
"1191",2011-12-31,910292.34,"USA","United States"
"1192",2010-12-31,916092.62,"USA","United States"
"1193",2009-12-31,870470.54,"USA","United States"
"1194",2008-12-31,992245.15,"USA","United States"
"1195",2007-12-31,1072385.92,"USA","United States"
"1196",2006-12-31,1027584.85,"USA","United States"
"1197",2005-12-31,987848.39,"USA","United States"
"1198",2004-12-31,893255.27,"USA","United States"
"1199",2003-12-31,809917.26,"USA","United States"
"1200",2002-12-31,809036.74,"USA","United States"
"1201",2001-12-31,862491.45,"USA","United States"
"1202",2000-12-31,947587.12,"USA","United States"
"1203",1999-12-31,897604.75,"USA","United States"
"1204",1998-12-31,832081.23,"USA","United States"
"1205",1997-12-31,766511.18,"USA","United States"
"1206",1996-12-31,704373.47,"USA","United States"
"1207",1995-12-31,660105.89,"USA","United States"
"1208",1994-12-31,609537.26,"USA","United States"
"1209",1993-12-31,597545.19,"USA","United States"
"1210",1992-12-31,637632.17,"USA","United States"
"1211",1991-12-31,570773.58,"USA","United States"
"1212",1990-12-31,626909.39,"USA","United States"
"1213",1989-12-31,613347.98,"USA","United States"
"1214",1988-12-31,642282.94,"USA","United States"
"1215",1987-12-31,499497.12,"USA","United States"
"1216",1986-12-31,412730.99,"USA","United States"
"1217",1985-12-31,405728.85,"USA","United States"
"1218",1984-12-31,389542.63,"USA","United States"
"1219",1983-12-31,364414.51,"USA","United States"
"1220",1982-12-31,359359.23,"USA","United States"
"1221",1981-12-31,350802.85,"USA","United States"
"1222",1980-12-31,360500.16,"USA","United States"
"1223",1979-12-31,363887.39,"USA","United States"
"1224",1978-12-31,360631.32,"USA","United States"
"1225",1977-12-31,351631.28,"USA","United States"
"1226",1976-12-31,347738.55,"USA","United States"
"1227",1975-12-31,344596.91,"USA","United States"
"1228",1974-12-31,369129.07,"USA","United States"
"1229",1973-12-31,362650.45,"USA","United States"
"1230",1972-12-31,355825.83,"USA","United States"
"1231",1971-12-31,343065.85,"USA","United States"
"1232",1970-12-31,344787.57,"USA","United States"
"1233",1969-12-31,352292.9,"USA","United States"
"1234",1968-12-31,361705.34,"USA","United States"
"1235",1967-12-31,353304.82,"USA","United States"
"1236",1966-12-31,342589.26,"USA","United States"
"1237",1965-12-31,316186.22,"USA","United States"
"1238",1964-12-31,302067.08,"USA","United States"
"1239",1963-12-31,293322.78,"USA","United States"
"1240",1962-12-31,289989.63,"USA","United States"
"1241",1961-12-31,281937.91,"USA","United States"
"1242",1960-12-31,279313.5,"USA","United States"
"1243",1959-12-31,289122.24,"USA","United States"
"1244",1958-12-31,275396.96,"USA","United States"
"1245",1957-12-31,288870.06,"USA","United States"
"1246",1956-12-31,290920.76,"USA","United States"
"1247",1955-12-31,279398.68,"USA","United States"
"1248",1954-12-31,267409.64,"USA","United States"
"1249",1953-12-31,261776.07,"USA","United States"
"1250",1952-12-31,269301,"USA","United States"
"1251",1951-12-31,281296.83,"USA","United States"
"1252",1950-12-31,294876.65,"USA","United States"
"1253",1949-12-31,263188.71,"USA","United States"
"1254",1948-12-31,274398.75,"USA","United States"
"1255",1947-12-31,262013.48,"USA","United States"
"1256",1946-12-31,291339.05,"USA","United States"
"1257",1945-12-31,272468.8,"USA","United States"
"1258",1944-12-31,264971.89,"USA","United States"
"1259",1943-12-31,292233.75,"USA","United States"
"1260",1942-12-31,284106.85,"USA","United States"
"1261",1941-12-31,284274.13,"USA","United States"
"1262",1940-12-31,254984.65,"USA","United States"
"1263",1939-12-31,238164.1,"USA","United States"
"1264",1938-12-31,213848.64,"USA","United States"
"1265",1937-12-31,259759.91,"USA","United States"
"1266",1936-12-31,265609.43,"USA","United States"
"1267",1935-12-31,214377.63,"USA","United States"
"1268",1934-12-31,201020.24,"USA","United States"
"1269",1933-12-31,181813.88,"USA","United States"
"1270",1932-12-31,183153.98,"USA","United States"
"1271",1931-12-31,214822.37,"USA","United States"
"1272",1930-12-31,254631.71,"USA","United States"
"1273",1929-12-31,315068.39,"USA","United States"
"1274",1928-12-31,321577.54,"USA","United States"
"1275",1927-12-31,300191.56,"USA","United States"
"1276",1926-12-31,287350.95,"USA","United States"
"1277",1925-12-31,277796.44,"USA","United States"
"1278",1924-12-31,254971.42,"USA","United States"
"1279",1923-12-31,237109.44,"USA","United States"
"1280",1922-12-31,231667.35,"USA","United States"
"1281",1921-12-31,194859.7,"USA","United States"
"1282",1920-12-31,206392,"USA","United States"
"1283",1919-12-31,253977.98,"USA","United States"
"1284",1918-12-31,259577.37,"USA","United States"
"1285",1917-12-31,303897.97,"USA","United States"
"1286",1916-12-31,314897.31,"USA","United States"
"1287",1915-12-31,273941.52,"USA","United States"
"1288",1914-12-31,280275.73,"USA","United States"
"1289",1913-12-31,283752.01,"USA","United States"
"1290",2012-12-31,2747423.72,"URY","Uruguay"
"1291",2011-12-31,2740956.06,"URY","Uruguay"
"1292",2010-12-31,2540108.36,"URY","Uruguay"
"1293",2009-12-31,2314480.04,"URY","Uruguay"
